instrument_key,trading_symbol,isin,company_name,exchange,segment
NSE_EQ|INE488D01021,AVTNPL,INE488D01021,AVT NATURAL PRODUCTS LTD,NSE,NSE_EQ
NSE_EQ|INE359B01010,VEDAVAAG,INE359B01010,VEDAVAAG SYSTEMS LTD.,NSE,NSE_EQ
NSE_EQ|INE956G01038,WABAG,INE956G01038,VA TECH WABAG LTD,NSE,NSE_EQ
NSE_EQ|INE953E01022,KSE,INE953E01022,KSE LTD.,NSE,NSE_EQ
NSE_EQ|INE0I0M01023,PRABHA,INE0I0M01023,PRABHA ENERGY LIMITED,NSE,NSE_EQ
NSE_EQ|INE963C01033,FAZE3Q,INE963C01033,FAZE THREE LIMITED,NSE,NSE_EQ
NSE_EQ|INE01GN01025,IRISDOREME,INE01GN01025,IRIS CLOTHINGS LIMITED,NSE,NSE_EQ
NSE_EQ|INE215I01027,MAANALU,INE215I01027,MAAN ALUMINIUM LIMITED,NSE,NSE_EQ
NSE_EQ|INE874I01013,RAMKY,INE874I01013,RAMKY INFRA LTD,NSE,NSE_EQ
NSE_EQ|INE030A01027,HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LTD.,NSE,NSE_EQ
NSE_EQ|INE0JO301016,YATHARTH,INE0JO301016,YATHARTH HOSP & TRA C S L,NSE,NSE_EQ
NSE_EQ|INE274V01019,SHANKARA,INE274V01019,SHANKARA BLDG PRODUCT LTD,NSE,NSE_EQ
NSE_EQ|INE411D01023,SKMEGGPROD,INE411D01023,SKM EGG PROD EXPORT(I) LT,NSE,NSE_EQ
NSE_EQ|INE428V01029,NEPHROPLUS,INE428V01029,NEPHROCARE HEALTH SERV L,NSE,NSE_EQ
NSE_EQ|INE039O01029,JASH,INE039O01029,JASH ENGINEERING LIMITED,NSE,NSE_EQ
NSE_EQ|INE872J01023,DEVYANI,INE872J01023,DEVYANI INTERNATIONAL LTD,NSE,NSE_EQ
NSE_EQ|INE121N01019,THEJO,INE121N01019,THEJO ENGINEERING LIMITED,NSE,NSE_EQ
NSE_EQ|INE278G01037,CYBERMEDIA,INE278G01037,CYBER MEDIA (INDIA) LTD.,NSE,NSE_EQ
NSE_EQ|INE476A01022,CANBK,INE476A01022,CANARA BANK,NSE,NSE_EQ
NSE_EQ|INE419U01012,HAPPSTMNDS,INE419U01012,HAPPIEST MINDS TECHNO LTD,NSE,NSE_EQ
NSE_EQ|INE691A01018,UCOBANK,INE691A01018,UCO BANK,NSE,NSE_EQ
NSE_EQ|INE0CZ201020,ANTHEM,INE0CZ201020,ANTHEM BIOSCIENCES LTD,NSE,NSE_EQ
NSE_EQ|INE879K01018,KMCSHIL,INE879K01018,K M C SPECIALITY HOSP I L,NSE,NSE_EQ
NSE_EQ|INE899L01030,UEL,INE899L01030,UJAAS ENERGY LIMITED,NSE,NSE_EQ
NSE_EQ|INE370D01013,MANORG,INE370D01013,MANGALAM ORGANICS LIMITED,NSE,NSE_EQ
NSE_EQ|INE959C01023,OAL,INE959C01023,ORIENTAL AROMATICS LTD,NSE,NSE_EQ
NSE_EQ|INE745G01043,MCX,INE745G01043,MULTI COMMODITY EXCHANGE,NSE,NSE_EQ
NSE_EQ|INE0W2G01015,SAGILITY,INE0W2G01015,SAGILITY LIMITED,NSE,NSE_EQ
NSE_EQ|INE04LG01015,PAR,INE04LG01015,PAR DRUGS AND CHEM LTD,NSE,NSE_EQ
NSE_EQ|INE930P01018,ANURAS,INE930P01018,ANUPAM RASAYAN INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE715B01021,ANDHRSUGAR,INE715B01021,ANDHRA SUGARS LTD,NSE,NSE_EQ
NSE_EQ|INE617A01013,SEMAC,INE617A01013,SEMAC CONSTRUCTION LTD,NSE,NSE_EQ
NSE_EQ|INE0U4701011,DIGITIDE,INE0U4701011,DIGITIDE SOLUTIONS LTD,NSE,NSE_EQ
NSE_EQ|INE365O01028,ABANSENT,INE365O01028,ABANS ENTERPRISES LTD.,NSE,NSE_EQ
NSE_EQ|INE832A01018,MODIRUBBER,INE832A01018,MODI RUBBER LTD,NSE,NSE_EQ
NSE_EQ|INE531E01026,HINDCOPPER,INE531E01026,HINDUSTAN COPPER LTD,NSE,NSE_EQ
NSE_EQ|INE483C01032,TANLA,INE483C01032,TANLA PLATFORMS LIMITED,NSE,NSE_EQ
NSE_EQ|INE721A01047,SHRIRAMFIN,INE721A01047,SHRIRAM FINANCE LIMITED,NSE,NSE_EQ
NSE_EQ|INE506A01018,DREDGECORP,INE506A01018,DREDGING CORP OF INDIA,NSE,NSE_EQ
NSE_EQ|INE028A01039,BANKBARODA,INE028A01039,BANK OF BARODA,NSE,NSE_EQ
NSE_EQ|INE0L9R01028,GOPAL,INE0L9R01028,GOPAL SNACKS LIMITED,NSE,NSE_EQ
NSE_EQ|INE058F01019,ALUFLUOR,INE058F01019,ALUFLUORIDE LTD.,NSE,NSE_EQ
NSE_EQ|INE266D01021,GRAUWEIL,INE266D01021,GRAUER & WEIL IND LTD,NSE,NSE_EQ
NSE_EQ|INE727S01012,BRNL,INE727S01012,BHARAT ROAD NETWORK LTD,NSE,NSE_EQ
NSE_EQ|INE972X01022,VAISHALI,INE972X01022,VAISHALI PHARMA LIMITED,NSE,NSE_EQ
NSE_EQ|INE670K01029,LODHA,INE670K01029,LODHA DEVELOPERS LIMITED,NSE,NSE_EQ
NSE_EQ|INE039A01010,IFCI,INE039A01010,IFCI LTD,NSE,NSE_EQ
NSE_EQ|INE576O01020,LXCHEM,INE576O01020,LAXMI ORGANIC INDUS LTD,NSE,NSE_EQ
NSE_EQ|INE1SJO01012,RAMBHAJO,INE1SJO01012,ADVIT JEWELS LIMITED,NSE,NSE_EQ
NSE_EQ|INE807K01035,SCHAND,INE807K01035,S CHAND AND COMPANY LTD,NSE,NSE_EQ
NSE_EQ|INE525F01025,BLIL,INE525F01025,BALMER LAWRIE INVSTS. L,NSE,NSE_EQ
NSE_EQ|INE079J01017,GATEWAY,INE079J01017,GATEWAY DISTRIPARKS LTD,NSE,NSE_EQ
NSE_EQ|INE048B01035,JAGSNPHARM,INE048B01035,JAGSONPAL PHARMACEUTICALS,NSE,NSE_EQ
NSE_EQ|INE914M01019,ASTERDM,INE914M01019,ASTER DM QUALITY CARE LTD,NSE,NSE_EQ
NSE_EQ|INE372C01037,PRECWIRE,INE372C01037,PRECISION WIRES INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE570L01029,SAILIFE,INE570L01029,SAI LIFE SCIENCES LIMITED,NSE,NSE_EQ
NSE_EQ|INE461B01014,REPRO,INE461B01014,REPRO INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE128X01021,ACI,INE128X01021,ARCHEAN CHEMICAL IND LTD,NSE,NSE_EQ
NSE_EQ|INE158A01026,HEROMOTOCO,INE158A01026,HERO MOTOCORP LIMITED,NSE,NSE_EQ
NSE_EQ|INE920C01017,NTCIND,INE920C01017,N T C INDUSTRIES LTD.,NSE,NSE_EQ
NSE_EQ|INE824Q01011,MANAKSTEEL,INE824Q01011,MANAKSIA STEELS LTD,NSE,NSE_EQ
NSE_EQ|INE0TQE01026,GLOTTIS,INE0TQE01026,GLOTTIS LIMITED,NSE,NSE_EQ
NSE_EQ|INE060901027,LIKHITHA,INE060901027,LIKHITHA INFRASTRUC LTD,NSE,NSE_EQ
NSE_EQ|INE112L01020,METROPOLIS,INE112L01020,METROPOLIS HEALTHCARE LTD,NSE,NSE_EQ
NSE_EQ|INE405E01023,UNOMINDA,INE405E01023,UNO MINDA LIMITED,NSE,NSE_EQ
NSE_EQ|INE080I01025,LLOYDSENT,INE080I01025,LLOYDS ENTERPRISES LTD,NSE,NSE_EQ
NSE_EQ|INE115S01010,HALDER,INE115S01010,HALDER VENTURE LIMITED,NSE,NSE_EQ
NSE_EQ|INE425B01027,BCG,INE425B01027,BRIGHTCOM GROUP LIMITED,NSE,NSE_EQ
NSE_EQ|INE050M01012,VSSL,INE050M01012,VARDHMAN SPC STEEL LTD,NSE,NSE_EQ
NSE_EQ|INE578A01017,HEIDELBERG,INE578A01017,HEIDELBERGCEMENT (I) LTD,NSE,NSE_EQ
NSE_EQ|INE131C01011,DISAQ,INE131C01011,DISA INDIA LTD.,NSE,NSE_EQ
NSE_EQ|INE717A01029,KENNAMET,INE717A01029,KENNAMETAL INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE531X01018,SAICAPI,INE531X01018,SAI CAPITAL LTD.,NSE,NSE_EQ
NSE_EQ|INE715A01015,WHEELS,INE715A01015,WHEELS INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE947A01014,SUNFLAG,INE947A01014,SUNFLAG IRON AND STEEL CO,NSE,NSE_EQ
NSE_EQ|INE01NE01012,SRD,INE01NE01012,SHANKAR LAL RAMPAL LTD,NSE,NSE_EQ
NSE_EQ|INE348A01023,ASHAPURMIN,INE348A01023,ASHAPURA MINECHEM LTD,NSE,NSE_EQ
NSE_EQ|INE976I01016,TATACAP,INE976I01016,TATA CAPITAL LIMITED,NSE,NSE_EQ
NSE_EQ|INE791A01024,BLBLIMITED,INE791A01024,BLB LIMITED,NSE,NSE_EQ
NSE_EQ|INE703H01016,HUBTOWN,INE703H01016,HUBTOWN LIMITED,NSE,NSE_EQ
NSE_EQ|INE431F01018,PKTEA,INE431F01018,THE P K TEA PROD CO LTD,NSE,NSE_EQ
NSE_EQ|INE777K01022,RRKABEL,INE777K01022,R R KABEL LIMITED,NSE,NSE_EQ
NSE_EQ|INE123W01016,SBILIFE,INE123W01016,SBI LIFE INSURANCE CO LTD,NSE,NSE_EQ
NSE_EQ|INE0HLU01028,MOBIKWIK,INE0HLU01028,ONE MOBIKWIK SYSTEMS LTD,NSE,NSE_EQ
NSE_EQ|INE843B01013,MAHAPEXLTD,INE843B01013,MAHA RASHTRA APEX COPR. L,NSE,NSE_EQ
NSE_EQ|INE02YR01019,EMIL,INE02YR01019,ELECTRONICS MART IND LTD,NSE,NSE_EQ
NSE_EQ|INE192A01025,TATACONSUM,INE192A01025,TATA CONSUMER PRODUCT LTD,NSE,NSE_EQ
NSE_EQ|INE864K01010,IRIS,INE864K01010,IRIS REGTECH SOLUTION LTD,NSE,NSE_EQ
NSE_EQ|INE085J01014,THANGAMAYL,INE085J01014,THANGAMAYIL JEWELLERY LTD,NSE,NSE_EQ
NSE_EQ|INE398R01022,SYNGENE,INE398R01022,SYNGENE INTERNATIONAL LTD,NSE,NSE_EQ
NSE_EQ|INE005B01027,AVANTEL,INE005B01027,AVANTEL LIMITED,NSE,NSE_EQ
NSE_EQ|INE551C01044,SHUKRAPHAR,INE551C01044,SHUKRA PHARMACEUTICALS L,NSE,NSE_EQ
NSE_EQ|INE515C01023,LAHOTIOV,INE515C01023,LAHOTI OVERSEAS LTD.,NSE,NSE_EQ
NSE_EQ|INE451C01013,ACGL,INE451C01013,AUTOMOBILE CORPN OF GOA L,NSE,NSE_EQ
NSE_EQ|INE025R01021,ARTEMISMED,INE025R01021,ARTEMIS MED SERVICE LTD,NSE,NSE_EQ
NSE_EQ|INE284B01028,TGVSL,INE284B01028,T G V SRAAC LTD.,NSE,NSE_EQ
NSE_EQ|INE118A01012,BAJAJHLDNG,INE118A01012,BAJAJ HOLDINGS & INVS LTD,NSE,NSE_EQ
NSE_EQ|INE597J01018,SHALBY,INE597J01018,SHALBY LIMITED,NSE,NSE_EQ
NSE_EQ|INE156A01020,INDORAMA,INE156A01020,INDO RAMA SYNTHETICS LTD,NSE,NSE_EQ
NSE_EQ|INE285H01022,ATLANTAA,INE285H01022,ATLANTAA LIMITED,NSE,NSE_EQ
NSE_EQ|INE371A01025,GRAPHITE,INE371A01025,GRAPHITE INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE111F01024,PAUSHAKLTD,INE111F01024,PAUSHAK LIMITED,NSE,NSE_EQ
NSE_EQ|INE274C01019,WENDT,INE274C01019,WENDT (INDIA) LIMITED,NSE,NSE_EQ
NSE_EQ|INE0VDM01015,MEESHO,INE0VDM01015,MEESHO LIMITED,NSE,NSE_EQ
NSE_EQ|INE613B01010,ICDSLTD,INE613B01010,ICDS LTD,NSE,NSE_EQ
NSE_EQ|INE203Y01012,SILLYMONKS,INE203Y01012,SILLY MONKS ENTERTAIN LTD,NSE,NSE_EQ
NSE_EQ|INE386A01023,VESUVIUS,INE386A01023,VESUVIUS INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE668A01016,TMB,INE668A01016,TAMILNAD MERCA BANK LTD,NSE,NSE_EQ
NSE_EQ|INE871C01038,AVANTIFEED,INE871C01038,AVANTI FEEDS LIMITED,NSE,NSE_EQ
NSE_EQ|INE715T01031,DHATRE,INE715T01031,DHATRE UDYOG LTD.,NSE,NSE_EQ
NSE_EQ|INE538A01037,GFLLIMITED,INE538A01037,GFL LIMITED,NSE,NSE_EQ
NSE_EQ|INE00IK01029,OSWALSEEDS,INE00IK01029,SHREEOSWAL S AND CHE LTD,NSE,NSE_EQ
NSE_EQ|INE00IY01012,DEEP,INE00IY01012,DEEP POLYMERS LTD.,NSE,NSE_EQ
NSE_EQ|INE289C01025,TEAMGTY,INE289C01025,TEAM INDIA GUARANTY LTD,NSE,NSE_EQ
NSE_EQ|INE373A01013,BASF,INE373A01013,BASF INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE366C01021,ACSTECH,INE366C01021,A C S TECHNOLOGIES LTD.,NSE,NSE_EQ
NSE_EQ|INE077F01035,GOCLCORP,INE077F01035,GOCL CORPORATION LIMITED,NSE,NSE_EQ
NSE_EQ|INE715Y01031,SHRADHA,INE715Y01031,SHRADHA REALTY LIMITED,NSE,NSE_EQ
NSE_EQ|INE246B01019,RAMCOSYS,INE246B01019,RAMCO SYSTEMS LTD.,NSE,NSE_EQ
NSE_EQ|INE674K01013,ABCAPITAL,INE674K01013,ADITYA BIRLA CAPITAL LTD.,NSE,NSE_EQ
NSE_EQ|INE745B01028,KHAICHEM,INE745B01028,KHAITAN CHEM & FERT LTD,NSE,NSE_EQ
NSE_EQ|INE094A01015,HINDPETRO,INE094A01015,HINDUSTAN PETROLEUM CORP,NSE,NSE_EQ
NSE_EQ|INE310C01029,HINDCOMPOS,INE310C01029,HINDUSTAN COMPOSITES LTD.,NSE,NSE_EQ
NSE_EQ|INE047O01014,NIBL,INE047O01014,NRB INDUS. BEARINGS LTD.,NSE,NSE_EQ
NSE_EQ|INE410P01011,NH,INE410P01011,NARAYANA HRUDAYALAYA LTD.,NSE,NSE_EQ
NSE_EQ|INE157H01023,KMSUGAR,INE157H01023,K M SUGAR MILLS LTD,NSE,NSE_EQ
NSE_EQ|INE410B01037,VINATIORGA,INE410B01037,VINATI ORGANICS LTD,NSE,NSE_EQ
NSE_EQ|INE232I01014,SPARC,INE232I01014,SUN PHARMA ADV.RES.CO.LTD,NSE,NSE_EQ
NSE_EQ|INE205F01016,STLSTRINF,INE205F01016,STEEL STRIPS INFRA L,NSE,NSE_EQ
NSE_EQ|INE362D01010,VIJSOLX,INE362D01010,VIJAY SOLVEX LTD.,NSE,NSE_EQ
NSE_EQ|INE203A01020,ASTRAZEN,INE203A01020,ASTRAZENECA PHARMA IND LT,NSE,NSE_EQ
NSE_EQ|INE781B01015,NOIDATOLL,INE781B01015,NOIDA TOLL BRIDGE CO LTD,NSE,NSE_EQ
NSE_EQ|INE752H01013,CARERATING,INE752H01013,CARE RATINGS LIMITED,NSE,NSE_EQ
NSE_EQ|INE1AG301022,GKENERGY,INE1AG301022,GK ENERGY LIMITED,NSE,NSE_EQ
NSE_EQ|INE725E01024,ORISSAMINE,INE725E01024,ORISSA MIN DEV CO LTD,NSE,NSE_EQ
NSE_EQ|INE417C01014,PILANIINVS,INE417C01014,PILANI INV & IND COR LTD,NSE,NSE_EQ
NSE_EQ|INE150G01020,LUXIND,INE150G01020,LUX INDUSTRIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE335A01020,SURYAROSNI,INE335A01020,SURYA ROSHNI LTD,NSE,NSE_EQ
NSE_EQ|INE528G01035,YESBANK,INE528G01035,YES BANK LIMITED,NSE,NSE_EQ
NSE_EQ|INE248A01017,ITI,INE248A01017,ITI LTD,NSE,NSE_EQ
NSE_EQ|INE17QZ01016,KNACK,INE17QZ01016,KNACK PACKAGING LIMITED,NSE,NSE_EQ
NSE_EQ|INE07RO01027,SUPRIYA,INE07RO01027,SUPRIYA LIFESCIENCE LTD,NSE,NSE_EQ
NSE_EQ|INE531F01023,NUVAMA,INE531F01023,NUVAMA WEALTH MANAGE LTD,NSE,NSE_EQ
NSE_EQ|INE681C01015,KEYFINSERV,INE681C01015,KEYNOTE FIN SERV LTD.,NSE,NSE_EQ
NSE_EQ|INE346A01027,ICICIAMC,INE346A01027,ICICI PRUDENTIAL AMC LTD,NSE,NSE_EQ
NSE_EQ|INE342G01023,NIITMTS,INE342G01023,NIIT LEARNING SYSTEMS LTD,NSE,NSE_EQ
NSE_EQ|INE029L01018,KICL,INE029L01018,KALYANI INVEST CO LTD,NSE,NSE_EQ
NSE_EQ|INE0Q3R01026,SUNCLAY,INE0Q3R01026,SUNDARAM CLAYTON LIMITED,NSE,NSE_EQ
NSE_EQ|INE705C01020,SHIVATEX,INE705C01020,SHIVA TEXYARN LIMITED,NSE,NSE_EQ
NSE_EQ|INE529I01021,KUANTUM,INE529I01021,KUANTUM PAPERS LIMITED,NSE,NSE_EQ
NSE_EQ|INE0CHO01012,ADL,INE0CHO01012,ARCHIDPLY DECOR LIMITED,NSE,NSE_EQ
NSE_EQ|INE413D01011,ARIHANT,INE413D01011,ARIHANT FOUN & HOU LTD,NSE,NSE_EQ
NSE_EQ|INE858B01029,ISGEC,INE858B01029,ISGEC HEAVY ENG LTD,NSE,NSE_EQ
NSE_EQ|INE692C01020,TANAA,INE692C01020,TANEJA AEROSPACE & AVIA L,NSE,NSE_EQ
NSE_EQ|INE803H01014,RUCHIRA,INE803H01014,RUCHIRA PAPERS LIMITED,NSE,NSE_EQ
NSE_EQ|INE093I01010,OBEROIRLTY,INE093I01010,OBEROI REALTY LIMITED,NSE,NSE_EQ
NSE_EQ|INE018401013,SUVIDHAA,INE018401013,SUVIDHAA INFOSERVE LTD,NSE,NSE_EQ
NSE_EQ|INE616N01034,INOXINDIA,INE616N01034,INOX INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE598C01011,HISARMETAL,INE598C01011,HISAR METAL IND. LIMITED,NSE,NSE_EQ
NSE_EQ|INE050H01012,RML,INE050H01012,RANE (MADRAS) LIMITED,NSE,NSE_EQ
NSE_EQ|INE726G01019,ICICIPRULI,INE726G01019,ICICI PRU LIFE INS CO LTD,NSE,NSE_EQ
NSE_EQ|INE055S01018,CYIENTDLM,INE055S01018,CYIENT DLM LIMITED,NSE,NSE_EQ
NSE_EQ|INE901L01018,APLLTD,INE901L01018,ALEMBIC PHARMA LTD,NSE,NSE_EQ
NSE_EQ|INE170I01016,HGS,INE170I01016,HINDUJA GLOBAL SOLS. LTD.,NSE,NSE_EQ
NSE_EQ|INE545L01039,MANCREDIT,INE545L01039,MANGAL CREDIT N FINCORP L,NSE,NSE_EQ
NSE_EQ|INE271B01025,MAHSEAMLES,INE271B01025,MAHARASHTRA SEAMLESS LTD,NSE,NSE_EQ
NSE_EQ|INE555P01013,KIRANVYPAR,INE555P01013,KIRAN VYAPAR LTD.,NSE,NSE_EQ
NSE_EQ|INE760L01018,TBZ,INE760L01018,TRIB BHIMJI ZAVERI LTD,NSE,NSE_EQ
NSE_EQ|INE945F01025,DECNGOLD,INE945F01025,DECCAN GOLD MINES LTD.,NSE,NSE_EQ
NSE_EQ|INE092B01025,INDNIPPON,INE092B01025,INDIA NIPPON ELECT  LTD,NSE,NSE_EQ
NSE_EQ|INE126J01016,APOLLOPIPE,INE126J01016,APOLLO PIPES LIMITED,NSE,NSE_EQ
NSE_EQ|INE0BTM01013,SECMARK,INE0BTM01013,SECMARK CONSULTANCY LTD,NSE,NSE_EQ
NSE_EQ|INE270I01022,VISHNU,INE270I01022,VISHNU CHEMICALS LIMITED,NSE,NSE_EQ
NSE_EQ|INE935B01025,MOSCHIP,INE935B01025,MOSCHIP TECHNOLOGIES LTD,NSE,NSE_EQ
NSE_EQ|INE073K01018,SONACOMS,INE073K01018,SONA BLW PRECISION FRGS L,NSE,NSE_EQ
NSE_EQ|INE058A01010,SANOFI,INE058A01010,SANOFI INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE276C01014,EIHAHOTELS,INE276C01014,EIH ASSOCIATED HOTELS LTD,NSE,NSE_EQ
NSE_EQ|INE244B01030,PATELENG,INE244B01030,PATEL ENGINEERING LTD.,NSE,NSE_EQ
NSE_EQ|INE006I01046,ASTRAL,INE006I01046,ASTRAL LIMITED,NSE,NSE_EQ
NSE_EQ|INE0FFK01017,NPST,INE0FFK01017,NETWORK PEOPLE SRV TECH L,NSE,NSE_EQ
NSE_EQ|INE0V3U01015,GLOBECIVIL,INE0V3U01015,GLOBE CIVIL PROJECTS LTD,NSE,NSE_EQ
NSE_EQ|INE0URU01010,GLOBALE,INE0URU01010,GLOBALE TESSILE LIMITED,NSE,NSE_EQ
NSE_EQ|INE108V01019,AWFIS,INE108V01019,AWFIS SPACE SOLUTIONS LTD,NSE,NSE_EQ
NSE_EQ|INE794B01026,BALAJITELE,INE794B01026,BALAJI TELEFILMS LIMITED.,NSE,NSE_EQ
NSE_EQ|INE579B01039,ELPROINTL,INE579B01039,ELPRO INTERNATIONAL LTD,NSE,NSE_EQ
NSE_EQ|INE03NU01014,BRIGHOTEL,INE03NU01014,BRIGADE HOTEL VENTURE LTD,NSE,NSE_EQ
NSE_EQ|INE142M01025,TATATECH,INE142M01025,TATA TECHNOLOGIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE036D01028,KARURVYSYA,INE036D01028,KARUR VYSYA BANK LTD,NSE,NSE_EQ
NSE_EQ|INE498Q01014,VINCOFE,INE498Q01014,VINTAGE COFFEE N BVRGS L,NSE,NSE_EQ
NSE_EQ|INE583V01021,RADHIKAJWE,INE583V01021,RADHIKA JEWELTECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE862Y01015,BANKA,INE862Y01015,BANKA BIOLOO LIMITED,NSE,NSE_EQ
NSE_EQ|INE885A01032,ARE&M,INE885A01032,AMARA RAJA ENERGY MOB LTD,NSE,NSE_EQ
NSE_EQ|INE926K01017,AHLEAST,INE926K01017,ASIAN HOTELS (EAST) LTD,NSE,NSE_EQ
NSE_EQ|INE233B01017,BLUEDART,INE233B01017,BLUE DART EXPRESS LTD,NSE,NSE_EQ
NSE_EQ|INE05ST01028,SBGLP,INE05ST01028,SURATWWALA BUS GROUP LTD,NSE,NSE_EQ
NSE_EQ|INE449G01018,AGRITECH,INE449G01018,AGRI-TECH (INDIA) LIMITED,NSE,NSE_EQ
NSE_EQ|INE169A01031,COROMANDEL,INE169A01031,COROMANDEL INTERNTL. LTD,NSE,NSE_EQ
NSE_EQ|INE384A01010,RANEHOLDIN,INE384A01010,RANE HOLDINGS LIMITED,NSE,NSE_EQ
NSE_EQ|INE235A01022,FINCABLES,INE235A01022,FINOLEX CABLES LTD,NSE,NSE_EQ
NSE_EQ|INE296E01026,RAJPALAYAM,INE296E01026,RAJAPALAYAM MILLS LTD.,NSE,NSE_EQ
NSE_EQ|INE668F01031,JYOTHYLAB,INE668F01031,JYOTHY LABS LIMITED,NSE,NSE_EQ
NSE_EQ|INE442P01014,SUYOG,INE442P01014,SUYOG TELEMATICS LIMITED,NSE,NSE_EQ
NSE_EQ|INE124Y01028,PASHUPATI,INE124Y01028,PASHUPATI COTSPIN LIMITED,NSE,NSE_EQ
NSE_EQ|INE303A01010,DICIND,INE303A01010,DIC INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE849A01020,TRENT,INE849A01020,TRENT LTD,NSE,NSE_EQ
NSE_EQ|INE669C01036,TECHM,INE669C01036,TECH MAHINDRA LIMITED,NSE,NSE_EQ
NSE_EQ|INE322A01010,GILLETTE,INE322A01010,GILLETTE INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE638A01035,SINGERIND,INE638A01035,SINGER INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE216A01030,BRITANNIA,INE216A01030,BRITANNIA INDUSTRIES LTD,NSE,NSE_EQ
NSE_EQ|INE01KI01027,VINNY,INE01KI01027,VINNY OVERSEAS LIMITED,NSE,NSE_EQ
NSE_EQ|INE0BWX01014,AETHER,INE0BWX01014,AETHER INDUSTRIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE925R01014,CMSINFO,INE925R01014,CMS INFO SYSTEMS LIMITED,NSE,NSE_EQ
NSE_EQ|INE421C01016,TVSSRICHAK,INE421C01016,TVS SRICHAKRA LIMITED,NSE,NSE_EQ
NSE_EQ|INE002S01010,MGL,INE002S01010,MAHANAGAR GAS LTD.,NSE,NSE_EQ
NSE_EQ|INE215D01010,MAHEPC,INE215D01010,MAHINDRA EPC IRRIG LTD,NSE,NSE_EQ
NSE_EQ|INE426D01013,GOACARBON,INE426D01013,GOA CARBON LIMITED,NSE,NSE_EQ
NSE_EQ|INE111A01025,CONCOR,INE111A01025,CONTAINER CORP OF IND LTD,NSE,NSE_EQ
NSE_EQ|INE632C01026,VIDHIING,INE632C01026,VIDHI SPCLTY F INGRDNTS L,NSE,NSE_EQ
NSE_EQ|INE265F01028,ENIL,INE265F01028,ENTERTAIN NET. IND. LTD.,NSE,NSE_EQ
NSE_EQ|INE457F01013,SALZERELEC,INE457F01013,SALZER ELECTRONICS LTD,NSE,NSE_EQ
NSE_EQ|INE383H01017,MALUPAPER,INE383H01017,MALU PAPER MILLS LIMITED,NSE,NSE_EQ
NSE_EQ|INE594H01019,THYROCARE,INE594H01019,THYROCARE TECH LTD,NSE,NSE_EQ
NSE_EQ|INE841L01016,DEEDEV,INE841L01016,DEE DEVELOPMENT ENG LTD,NSE,NSE_EQ
NSE_EQ|INE950M01013,MONTECARLO,INE950M01013,MONTE CARLO FASHIONS LTD.,NSE,NSE_EQ
NSE_EQ|INE0S2V01010,VRAJ,INE0S2V01010,VRAJ IRON AND STEEL LTD,NSE,NSE_EQ
NSE_EQ|INE501X01029,AYE,INE501X01029,AYE FINANCE LIMITED,NSE,NSE_EQ
NSE_EQ|INE01II01013,SILGO,INE01II01013,SILGO RETAIL LIMITED,NSE,NSE_EQ
NSE_EQ|INE531A01024,KANSAINER,INE531A01024,KANSAI NEROLAC PAINTS LTD,NSE,NSE_EQ
NSE_EQ|INE062A01020,SBIN,INE062A01020,STATE BANK OF INDIA,NSE,NSE_EQ
NSE_EQ|INE1B0W01010,ADVANCE,INE1B0W01010,ADVANCE AGROLIFE LIMITED,NSE,NSE_EQ
NSE_EQ|INE245I01016,NAGREEKCAP,INE245I01016,NAGREEKA CAP & INFR.LTD,NSE,NSE_EQ
NSE_EQ|INE967C01018,KAMATHOTEL,INE967C01018,KAMAT HOTELS (I) LTD,NSE,NSE_EQ
NSE_EQ|INE201K01015,EXPLEOSOL,INE201K01015,EXPLEO SOLUTIONS LIMITED,NSE,NSE_EQ
NSE_EQ|INE159L01013,SVGLOBAL,INE159L01013,S V GLOBAL MILL LTD.,NSE,NSE_EQ
NSE_EQ|INE747K01017,TARAPUR,INE747K01017,TARAPUR TRANSFORMERS LTD,NSE,NSE_EQ
NSE_EQ|INE180C01042,CGCL,INE180C01042,CAPRI GLOBAL CAPITAL LTD,NSE,NSE_EQ
NSE_EQ|INE922B01023,PANACEABIO,INE922B01023,PANACEA BIOTEC LTD,NSE,NSE_EQ
NSE_EQ|INE813A01018,MAHLIFE,INE813A01018,MAHINDRA LIFESPACE DEVLTD,NSE,NSE_EQ
NSE_EQ|INE290A01027,NAHARSPING,INE290A01027,NAHAR SPINNING MILLS LTD.,NSE,NSE_EQ
